@RELATION appcontest

@ATTRIBUTE acc_magx_min NUMERIC
@ATTRIBUTE acc_magx_max NUMERIC
@ATTRIBUTE acc_magx_abs_mean NUMERIC
@ATTRIBUTE acc_magy_min NUMERIC
@ATTRIBUTE acc_magy_max NUMERIC
@ATTRIBUTE acc_magy_abs_mean NUMERIC
@ATTRIBUTE acc_magz_min NUMERIC
@ATTRIBUTE acc_magz_max NUMERIC
@ATTRIBUTE acc_magz_abs_mean NUMERIC
@ATTRIBUTE acc_mag_mean NUMERIC
@ATTRIBUTE acc_magz_peakfreq NUMERIC
@ATTRIBUTE acc_magz_spectralslope NUMERIC
@ATTRIBUTE class {left2right,right2left,other}

@DATA
-9.98072,8.25123,2.36514,-0.267846,19.1614,10.0446,-7.94358,20.3098,3.43369,11.5401,1.92,-0.00612345,other
-9.06375,7.91455,2.11234,-0.267846,19.1614,10.0417,-7.94358,20.2872,3.52629,11.436,1.94,-0.014889,other
-9.06375,7.91455,2.25055,-0.267846,19.1747,10.6326,-7.94358,20.2872,3.41375,11.9931,1.98,-0.0392958,other
-8.97832,6.05039,2.12117,-0.0025399,19.1747,9.78825,-8.94136,20.2758,3.39367,11.2323,2,-0.041128,other
-8.97832,6.05039,1.97466,-0.0025399,19.2863,10.1673,-8.94136,20.2758,3.82113,11.6841,4.5,-0.0541144,other
-8.26844,5.62317,1.51059,1.63253,19.2863,10.1005,-7.33471,20.2592,3.33985,11.196,5.445,-0.0261241,other
-12.1587,7.81894,1.79058,1.10102,19.4172,10.3078,-7.13225,20.2592,3.59802,11.617,5.39,-0.0370776,other
-12.1587,9.06765,2.07136,1.10102,19.4172,9.67778,-7.13225,20.3026,3.40046,11.0825,5.335,-0.0198455,other
-10.1925,9.06765,2.21255,0.864447,19.1723,10.2367,-5.94459,20.3026,3.37504,11.5672,1.92,-0.0424071,other
-10.1925,7.25421,2.11058,0.864447,19.1154,10.2366,-5.94459,20.2884,3.30703,11.5213,1.9,-0.0457017,other
-8.78125,10.2788,2.02828,0.864447,19.1154,10.6432,-6.12924,20.2884,3.45928,11.8996,1.92,-0.0531006,other
-8.78125,10.2788,2.25833,1.81104,19.1127,10.3275,-6.31494,20.2841,3.41576,11.7197,1.92,-0.0389832,other
-7.97321,8.6147,2.14314,0.0320184,19.1127,10.1247,-7.29446,20.2841,3.44002,11.4955,1.92,-0.0379057,other
-9.67487,8.38381,2.16377,0.0320184,19.0916,10.1081,-11.7554,20.3032,3.63653,11.5985,1.92,-0.0494215,other
-9.67487,8.38381,2.30717,0.0320184,19.0916,10.157,-11.7554,20.3032,3.41334,11.6004,5.335,-0.00977282,other
-12.1674,8.38381,2.6368,0.0989089,19.1768,9.86613,-11.7554,20.3032,3.83217,11.6272,4.5,-0.0435161,other
-12.1674,6.91813,2.53893,0.540488,19.1768,10.0532,-9.57566,20.2806,3.76405,11.6532,1.98,-0.0236534,other
-8.48916,8.23851,2.37749,0.540488,19.0699,10.2523,-9.57566,20.2808,3.71204,11.7659,1.96,-0.0374015,other
-8.48916,8.23851,2.42898,1.61337,19.0699,10.0569,-9.57566,20.2808,3.28818,11.4022,2,-0.000126023,other
-9.19094,8.23851,2.40145,1.61337,19.0963,9.92488,-9.0446,20.2808,3.51455,11.4328,2,-0.0400249,other
-9.19094,6.51681,2.20426,1.18616,19.0963,9.94361,-5.25657,20.2722,3.32539,11.2305,1.96,-0.0201451,other
-9.85608,7.43063,2.31777,1.18616,19.15,10.2382,-8.03352,20.2752,3.39913,11.601,1.96,-0.0233766,other
-9.85608,7.43063,2.3219,1.11044,19.15,10.1704,-8.03352,20.2752,3.44767,11.5884,1.96,-0.0173046,other
-9.85608,7.43063,2.48371,1.11044,19.15,10.4009,-8.03352,20.2752,3.84024,11.9918,2,-0.0325839,other
-8.69042,10.4325,2.3372,0.954226,19.1429,10.1293,-10.7434,20.2613,3.74498,11.6278,1.92,-0.0269103,other
-9.23135,10.4325,2.42688,0.954226,19.1429,10.2835,-10.7434,20.2547,3.68139,11.8092,1.94,-0.0398088,other
-9.23135,6.58428,2.15789,1.41825,19.1088,10.1817,-5.29771,20.2902,3.26592,11.4338,4.41,-0.0308915,other
-10.2896,7.09888,2.21535,0.778709,19.1088,10.5363,-6.64967,20.2902,3.35394,11.9018,4.455,-0.0254045,other
-10.2896,8.3461,2.3031,-0.273534,19.1036,9.80679,-10.6382,20.2902,3.52645,11.3366,1.96,-0.00442771,other
-8.50681,8.3461,2.33605,-0.273534,19.1036,10.3081,-10.6382,20.2785,3.79874,11.8889,1.96,-0.0310983,other
-8.50681,7.33636,2.00191,0.862653,19.1422,10.1202,-9.38158,20.254,3.35641,11.3723,1.94,-0.0345795,other
-10.2145,7.95884,2.23499,0.363166,19.1422,10.4292,-10.8447,20.254,3.62166,11.9473,1.92,-0.0451203,other
-10.2145,7.95884,2.2077,0.363166,19.1422,9.77818,-10.8447,20.2772,3.48111,11.265,1.92,-0.0477261,other
-8.26993,7.98757,2.20928,0.566073,19.1245,10.1054,-11.2751,20.2883,3.47723,11.521,1.88,-0.0207258,other
-9.11029,7.98757,2.23743,0.566073,19.1663,9.9913,-11.2751,20.2886,3.32984,11.441,4.75,-0.025672,other
-9.11029,7.98757,2.24397,0.566073,19.1663,9.85956,-11.2751,20.2886,3.08771,11.1896,4.85,0.0112446,other
-9.11029,6.90197,2.3117,1.30438,19.1663,10.104,-7.26394,20.2886,3.5264,11.5659,1.96,-0.0201022,other
-10.6358,8.91038,2.32356,-0.333089,19.1229,9.7995,-9.70195,20.277,3.61667,11.3373,1.98,0.0056732,other
-10.6358,8.91038,2.43188,-0.724537,19.1229,10.2173,-12.3526,20.2736,3.92796,11.9709,1.94,-0.0116412,other
-10.6358,7.66002,2.46836,-0.724537,19.1476,10.0311,-12.3526,20.2541,3.95517,11.8011,1.9,-0.00951413,other
-9.98955,7.66002,2.65902,-0.724537,19.1476,10.2685,-12.3526,20.2541,3.97394,12.0694,1.92,-0.013387,other
-9.98955,6.15214,2.65203,0.384564,19.1476,9.80422,-10.545,20.273,3.65173,11.4003,1.92,-0.00144561,other
-10.1527,9.29674,2.52647,0.384564,19.1229,10.1118,-10.1147,20.273,3.68941,11.7167,1.92,0.00110017,other
-10.1527,9.29674,2.51025,0.228346,19.1307,9.90733,-8.9017,20.2699,3.72037,11.5607,1.92,-0.00675471,other
-10.1527,9.29674,2.559,0.228346,19.1307,9.98372,-8.9017,20.2699,3.71632,11.6296,1.96,-0.00939454,other
-6.68499,10.4084,2.49792,0.228346,19.1307,10.3776,-9.96846,20.2699,3.74991,11.8685,1.92,-0.0120839,other
-6.11547,10.4084,2.55384,-1.24872,19.1269,10.1546,-10.4807,20.2722,3.89031,11.8142,1.96,-0.0130995,other
-6.11547,6.042,2.52304,-1.24872,19.1576,10.0697,-10.4807,20.2767,3.72149,11.6236,1.96,0.0060712,other
-5.98889,9.56549,2.29433,0.893024,19.1576,10.3154,-7.81938,20.2767,3.47375,11.6558,1.98,-0.0124838,other
-9.24811,9.56549,2.51504,0.720497,19.1576,10.074,-8.14604,20.2767,3.41614,11.565,1.9,0.00139338,other
-9.24811,9.56549,2.51428,-1.4591,19.1512,10.1209,-16.8908,20.2453,3.73163,11.8637,1.86,-0.0241598,other
-6.34816,10.2222,2.43108,-1.4591,19.122,9.92167,-16.8908,20.248,3.86782,11.6549,1.9,-0.00441691,other
-6.34816,10.2222,2.55998,0.247204,19.1169,9.94292,-12.5431,20.2724,3.88608,11.6108,1.94,0.0056853,other
-5.77386,5.91856,2.45557,0.247204,19.1521,9.95516,-12.5431,20.2724,3.39383,11.2954,1.98,0.0113074,other
-6.83013,7.95914,2.47903,0.247204,19.1521,10.4618,-12.5431,20.2724,3.54082,11.8027,1.96,0.00759319,other
-8.58103,7.95914,2.34583,0.992089,19.1521,9.91119,-10.8462,20.2639,3.63412,11.3564,2,-0.00699897,other
-10.7938,6.87997,2.52728,0.557993,19.1459,10.3994,-10.2897,20.2639,3.93654,12.0742,1.94,0.0117582,other
-10.7938,8.11447,2.58872,0.403118,19.0795,10.1641,-10.2897,20.2927,3.73509,11.8023,1.92,0.00344761,other
-10.7938,8.11447,2.39244,0.403118,19.0807,10.0399,-10.2897,20.2927,3.6184,11.5502,1.9,-0.00766629,other
-9.32322,8.11447,2.26922,0.403118,19.1992,10.1687,-6.2711,20.2927,3.57698,11.5971,1.9,-0.0150544,other
-9.46284,10.5431,2.45166,-0.144853,19.1992,9.8937,-8.52103,20.2817,3.58131,11.4864,1.92,-0.0161243,other
-11.6745,11.818,2.79376,-0.144853,19.141,10.1732,-8.52103,20.3038,4.02364,12.1117,1.98,-0.0187651,other
-11.6745,11.818,2.31649,-0.120013,19.1316,10.2221,-8.27951,20.3038,3.59424,11.7432,4.545,-0.0332982,other
-11.6745,11.818,2.75146,-0.628168,19.1316,10.2729,-12.1621,20.3038,3.61787,11.9172,2,-0.00375995,other
-7.02796,8.19901,2.64192,-0.628168,19.1346,9.84852,-12.1621,20.2874,3.71519,11.4635,1.94,-0.0130178,other
-8.66243,11.8186,2.6706,-0.310191,19.1735,10.0717,-8.67994,20.2673,3.64076,11.6527,1.9,0.00013346,other
-9.42094,11.8186,2.94456,-0.310191,19.1735,10.2074,-8.67994,20.282,3.58206,11.8417,1.9,-0.0202998,other
-9.42094,8.43977,2.58874,1.59871,19.0773,10.0962,-6.83194,20.3029,3.49885,11.6027,1.94,-0.0199267,other
-9.42094,8.43977,2.63989,1.59871,19.0981,10.6485,-6.83194,20.3029,3.51798,12.1002,4.5,-0.0179838,other
-7.24015,10.8676,2.64846,-0.435587,19.0981,9.82661,-7.79679,20.3029,3.5672,11.4337,2,0.00303084,other
-9.22462,10.8676,2.66777,-0.435587,19.09,10.3146,-7.79679,20.3025,3.76368,12.0164,1.98,-0.0219657,other
-9.22462,8.06149,2.41084,0.0457868,19.1633,10.2287,-15.4405,20.2785,3.69873,11.7605,1.94,-0.0200725,other
-9.22462,8.06149,2.71024,0.0457868,19.1633,10.2075,-15.4405,20.2785,3.864,11.9674,1.94,-0.00603826,other
-6.03796,10.0178,2.68901,0.204849,19.1633,10.099,-15.4405,20.2785,4.07218,11.9173,1.96,-0.0155016,other
-7.09185,10.0178,2.83883,0.521179,19.1073,10.224,-12.4062,20.2613,4.09724,12.0431,1.92,-0.0114705,other
-7.09185,8.0995,2.78154,0.521179,19.1073,10.2627,-9.96337,20.2625,3.89172,11.9337,1.92,-0.0129254,other
-7.08527,7.06087,2.55047,0.735462,19.1414,10.1645,-9.96337,20.296,3.70711,11.6456,1.96,-0.0175946,other
-10.3533,8.02453,2.6859,0.735462,19.1414,10.829,-9.96337,20.296,3.98715,12.4171,2.04,-0.0219823,other
-11.1594,11.0337,2.84378,2.05794,19.1414,9.9481,-9.81074,20.296,3.87159,11.7625,2,-0.00809128,other
-11.1594,11.0337,2.76469,0.187197,19.0638,10.3921,-9.81074,20.2824,3.89231,12.0973,2.02,0.00751311,other
-8.57355,8.4085,2.46358,0.187197,19.1115,10.3417,-9.54798,20.2968,3.77902,11.8354,1.94,0.0115958,other
-8.57355,8.4085,2.41181,0.187197,19.1115,10.1607,-9.54798,20.2968,3.73513,11.6666,1.94,-0.0135689,other
-9.96651,8.4085,2.50576,1.03728,19.1456,10.2071,-9.54798,20.3008,3.92108,11.8504,1.96,0.0134101,other
-9.96651,7.5472,2.4571,1.03728,19.1456,10.1397,-10.1223,20.3008,3.75787,11.6095,1.96,-0.00049512,other
-11.0301,8.3054,2.60547,1.90935,19.1018,10.3001,-10.7759,20.2871,4.00887,11.9819,1.9,-0.000353076,other
-11.0301,8.3054,2.51289,1.0099,19.0985,10.3848,-10.7759,20.2871,3.6654,11.9002,1.92,0.0115012,other
-11.0301,8.3054,2.6251,1.0099,19.0985,10.1525,-10.7759,20.2871,3.60978,11.798,1.94,0.0115968,other
-10.0744,7.91949,2.60961,0.734265,19.0985,10.0862,-10.2668,20.2856,3.58483,11.6413,1.94,0.00542252,other
-6.94671,7.03529,2.60245,-1.27774,19.1413,10.377,-11.7339,20.2919,3.79994,11.9803,1.92,-0.0129078,other
-7.53702,6.53401,2.51691,-1.27774,19.1413,10.4441,-11.7339,20.2919,4.00247,12.062,1.92,-0.00581422,other
-7.53702,9.29465,2.36784,1.32428,19.0997,10.2038,-8.36016,20.26,3.62425,11.6202,1.92,0.000407335,other
-7.53702,9.29465,2.43423,1.32428,19.0997,10.4621,-10.3301,20.26,3.63728,11.8649,1.96,-0.000545496,other
-7.31496,9.29465,2.41488,1.05703,19.0975,9.69379,-13.4756,20.2703,3.64381,11.2574,2,0.0121793,other
-5.80483,8.9237,2.46255,1.05703,19.1174,10.1789,-14.1521,20.3121,3.95158,11.8268,4.545,0.0100831,other
-5.75979,7.90183,2.2644,1.17284,19.1693,9.99821,-14.1521,20.3121,3.44953,11.3532,4.455,0.00979014,other
-6.45829,8.95752,2.21659,1.17284,19.1693,10.2992,-14.1521,20.3121,3.51752,11.6425,1.98,0.0128523,other
-7.40849,8.95752,2.36142,-2.0144,19.1693,9.50236,-12.2583,20.2492,3.45775,10.9906,1.94,0.00877393,other
-8.10115,9.38068,2.52419,-2.0144,19.1461,9.9994,-12.2583,20.274,3.77422,11.5618,2,0.00456626,other
-8.10115,9.38068,2.42115,1.16731,19.0677,10.3003,-11.6565,20.274,3.66192,11.6654,1.98,0.0103606,other
-8.10115,9.38068,2.42926,1.16731,19.0777,10.293,-11.6565,20.2591,3.40299,11.5682,4.95,-0.00683609,other
-6.94685,8.81641,2.33673,-0.0635955,19.1344,9.69545,-11.6565,20.2939,3.33085,11.1183,4.455,0.00523294,other
-7.77419,8.81641,2.2389,-0.0635955,19.1344,9.99057,-10.0098,20.2996,3.26428,11.3363,1.96,0.00762836,other
-7.77419,10.0759,2.20421,-1.47197,19.0572,9.9126,-9.4962,20.2996,3.07607,11.1582,1.94,0.00841028,other
-7.77419,10.0759,2.18788,-1.47197,19.0572,9.85119,-9.4962,20.2696,2.95803,11.0251,1.94,0.00967929,other
-8.3651,10.0759,2.47397,-1.47197,19.0719,10.3845,-9.82376,20.2845,3.42047,11.8511,1.98,-0.00800232,other
-10.8549,7.86831,2.46612,-1.35915,19.1748,10.1003,-9.82376,20.2845,3.66864,11.7218,1.96,0.0108581,other
-10.8549,6.55571,2.48363,0.582833,19.1748,10.1221,-10.718,20.2645,3.76733,11.6897,1.92,0.00408354,other
-5.85601,6.55571,2.45535,0.582833,19.1497,9.95913,-10.718,20.2645,3.56498,11.3612,1.98,-0.00107911,other
-7.35087,9.501,2.56672,0.868792,19.1497,10.3347,-10.718,20.2381,3.56608,11.685,2,-0.016134,other
-7.35087,9.501,2.54568,-1.09444,19.1497,9.87993,-9.24421,20.2764,3.72394,11.4473,1.94,0.000568728,other
-5.80154,12.7794,2.65347,-1.09444,19.1664,10.0967,-11.8002,20.2764,4.12196,11.8706,1.92,-0.000187086,other
-6.01402,12.7794,2.54055,-0.570712,19.1664,10.05,-11.8002,20.2908,4.00684,11.7445,1.94,0.00597834,other
-6.01402,12.7794,2.57944,-0.570712,19.1093,10.0595,-11.8002,20.2908,3.90602,11.6976,1.96,0.00918668,other
-6.97604,8.21936,2.78337,-0.570712,19.1093,10.1981,-9.07842,20.2908,3.80138,11.8076,1.9,0.00515138,other
-6.97604,10.2698,2.77222,0.219069,19.1093,10.0468,-10.6474,20.2667,3.90372,11.7329,1.9,0.00246778,other
-5.05216,10.2698,2.65785,0.219069,19.0981,10.0357,-12.1112,20.2489,3.75901,11.6544,1.9,0.00774585,other
-6.63561,9.56563,2.51361,1.38174,19.0955,10.0991,-12.1112,20.2953,3.63631,11.5713,1.92,0.0125729,other
-6.63561,9.56563,2.49895,1.38174,19.1609,10.1747,-12.1112,20.2953,3.73579,11.7201,1.94,0.01517,other
-6.63561,8.74937,2.74871,1.38174,19.1609,10.2683,-11.2465,20.2953,3.73774,11.9074,1.92,-0.0193366,other
-4.99994,8.74937,2.68947,1.13813,19.1609,10.1076,-14.2066,20.2558,3.82196,11.764,1.9,-0.0149215,other
-5.89178,7.04936,2.47344,1.01423,19.1193,10.1735,-14.2066,20.2719,3.65234,11.6392,1.9,0.000347542,other
-6.67931,8.39728,2.33732,1.01423,19.1679,10.3535,-9.36946,20.2719,3.5322,11.6939,1.96,-0.0101388,other
-6.67931,8.39728,2.39039,1.13559,19.1679,10.1813,-9.36946,20.1985,3.28104,11.4177,1.94,0.00114236,other
-7.08003,8.8179,2.56162,-1.0702,19.1792,10.4814,-14.8093,20.2853,3.71958,12.0497,1.94,0.00585017,other
-7.08003,8.8179,2.58363,-1.0702,19.1792,10.0055,-14.8093,20.2869,3.63128,11.5836,1.98,0.00726004,other
-5.65086,8.8387,2.60437,0.584333,19.0632,10.07,-9.33026,20.2874,3.65417,11.5398,1.92,0.00963204,other
-5.65086,11.3213,2.60242,1.33341,19.0991,10.2429,-9.08995,20.2874,3.62761,11.6489,1.9,0.00226346,other
-7.00072,11.3213,2.68535,-0.258275,19.0991,10.152,-10.2073,20.2874,3.84407,11.7339,1.9,0.0132017,other
-7.00072,11.3213,2.6009,-1.77004,19.148,9.86963,-14.7173,20.2721,3.67476,11.5151,1.94,0.00361007,other
-7.28683,11.3818,2.58696,-1.77004,19.148,10.0444,-14.7173,20.2733,3.98062,11.7966,4.59,0.0146728,other
-7.28683,11.3818,2.52528,1.15789,19.1365,10.2999,-11.148,20.2733,3.97934,11.8949,4.545,-0.01441,other
-7.28683,11.3818,2.63438,1.24123,19.1365,10.2034,-11.148,20.27,3.74666,11.6875,4.95,0.00685559,other
-5.82623,6.8071,2.71756,1.24123,19.1573,10.3832,-8.90604,20.27,3.99216,11.9912,1.92,-0.00880291,other
-7.43541,6.7827,2.70126,1.24123,19.1573,10.1655,-8.90604,20.2579,3.84503,11.7643,1.9,0.000775196,other
-7.43541,7.1749,2.59961,1.06286,19.1093,10.0584,-6.56439,20.3014,3.38547,11.4436,1.88,0.0120584,other
-6.03752,7.79664,2.49018,1.06286,19.116,10.0657,-7.64671,20.3014,3.36855,11.374,1.94,0.00855531,other
-6.03752,7.79664,2.49212,1.30467,19.116,10.3516,-8.17492,20.3014,3.55821,11.684,2,0.0039398,other
-6.20107,8.52132,2.49471,-0.462075,19.1531,9.75015,-11.0886,20.261,3.65151,11.2684,1.96,0.00121836,other
-6.20107,8.52132,2.27767,-0.727675,19.1531,10.1103,-11.0886,20.3038,3.99054,11.6916,1.94,0.00223107,other
-7.04771,9.30692,2.30448,-0.727675,19.0891,10.1859,-12.9339,20.3038,3.82215,11.7102,1.9,0.00685269,other
-7.04771,9.30692,2.37345,-0.727675,19.0891,10.155,-12.9339,20.2975,3.64207,11.6011,1.94,0.000797526,other
-9.09862,13.5949,2.84537,-0.573556,19.0891,10.3865,-13.2382,20.2975,3.70582,12.0105,1.94,0.0033512,other
-9.09862,13.5949,2.75958,-1.72156,19.1533,10.1679,-13.2382,20.2975,3.37091,11.6826,1.92,0.0058835,other
-7.8966,8.26515,2.66566,-1.72156,19.1533,10.2085,-10.5338,20.3174,3.55573,11.7687,1.92,0.0103913,other
-9.42558,8.58597,2.7742,0.116266,19.1323,10.2555,-8.64208,20.3198,3.7209,11.9405,1.96,-0.0112666,other
-9.42558,8.58597,2.69667,0.116266,19.1323,10.0952,-8.64208,20.3198,3.4877,11.6818,5.445,0.000801157,other
-9.42558,9.67457,2.87667,0.528965,19.1323,9.93711,-8.64208,20.3198,3.84754,11.7402,1.98,-0.00796932,other
-8.60662,9.67457,2.82134,0.0972614,19.1224,9.93974,-8.60033,20.3106,3.98804,11.7019,1.94,0.0049951,other
-8.47628,10.9564,3.06876,0.0972614,19.1031,10.1969,-8.70942,20.2909,3.83147,11.9751,1.92,0.0103064,other
-8.47628,10.9564,2.87469,0.0972614,19.1268,10.0557,-8.70942,20.2909,3.72198,11.7439,1.92,0.00277944,other
-8.78244,10.9564,2.7371,0.441726,19.1268,10.3425,-9.27564,20.2909,3.7625,11.9308,1.92,0.0138018,other
-8.78244,9.68041,2.66317,-0.061948,19.1268,9.91986,-13.9367,20.2721,3.84174,11.6043,1.96,0.0106771,other
-9.46224,10.5841,2.84372,-0.061948,19.0831,10.0818,-13.9367,20.3135,3.95179,11.9028,2,0.0077155,other
-9.46224,10.5841,2.62151,0.500683,19.0783,10.2227,-10.5371,20.3135,3.72724,11.825,2,0.00342593,other
-9.46224,10.5841,2.76588,0.500683,19.0783,9.97511,-10.5371,20.2598,3.61805,11.6057,2,-0.012747,other
-7.20872,10.7518,2.84943,0.711367,19.1311,9.96042,-10.5371,20.2598,3.84415,11.6319,1.94,0.00740827,other
-8.04234,10.7518,2.78342,0.395635,19.1311,10.05,-10.1516,20.2347,3.88402,11.7346,1.94,0.0101733,other
-8.04234,10.7183,2.75081,0.395635,19.0997,10.3201,-10.1516,20.2666,4.00531,12.0058,1.96,0.00745074,other
-8.04234,8.45519,2.86009,-0.400274,19.1022,10.1262,-6.54777,20.2666,3.84887,11.8564,1.94,-0.00689642,other
-7.07629,8.45519,2.85183,-0.400274,19.14,10.5102,-7.32543,20.2666,3.81077,12.1552,1.98,-0.0239242,other
-7.07629,11.6864,2.75174,-0.400274,19.14,9.79192,-9.23045,20.2603,3.56146,11.3992,2.04,0.00247777,other
-6.95524,11.6864,2.85145,0.785142,19.1382,10.08,-11.7265,20.2856,3.95291,11.8248,2.02,0.00564665,other
-5.96539,8.98026,2.71906,0.552158,19.0693,10.2601,-11.7265,20.2869,3.8812,11.9316,1.98,-0.00808735,other
-7.55407,8.98026,2.75352,0.552158,19.0693,10.1402,-11.7265,20.2869,3.69599,11.7272,1.94,0.00901172,other
-7.55407,9.07498,2.7105,0.552158,19.0693,9.62746,-7.61857,20.2974,3.56254,11.2095,4.5,-0.0162037,other
-7.37182,10.4588,2.57791,-0.0565642,19.0663,10.1179,-6.71073,20.3092,3.58602,11.5844,4.5,-0.0037633,other
-6.57366,10.4588,2.46941,-0.0565642,19.0761,10.1165,-6.58055,20.3231,3.44182,11.5784,1.96,-0.0176966,other
-6.57366,10.4588,2.47612,-0.0565642,19.0761,10.0177,-6.58055,20.3231,3.17979,11.3467,4.8,0.0144822,other
-7.53881,8.64792,2.52599,0.409855,19.0761,9.86009,-6.58055,20.3231,3.56697,11.3806,1.94,-0.0157689,other
-7.53881,11.1849,2.53631,0.176273,19.0784,10.1348,-8.43992,20.3149,3.60879,11.6527,1.98,-0.00603048,other
-6.127,11.7253,2.64583,0.176273,19.0793,10.1722,-12.1424,20.2872,3.97535,11.9005,1.98,-0.019607,other
-6.127,11.7253,2.57318,0.176273,19.0793,9.87894,-12.1424,20.2872,3.58544,11.4247,4.455,0.000745393,other
-6.11712,11.7253,2.621,0.620392,19.0793,10.1959,-12.1424,20.2872,3.92875,11.8192,1.96,0.00710577,other
-6.2479,13.1056,2.60586,1.1287,19.1609,9.94177,-13.5573,20.27,4.05837,11.6263,1.96,-0.0031724,other
-6.2479,13.1056,2.84186,0.658843,19.1609,10.2831,-13.5573,20.3141,4.16363,12.1145,1.94,-0.0149794,other
-5.57933,8.56218,2.72535,0.658843,19.1738,10.1761,-13.4843,20.3141,3.59252,11.6966,4.85,-0.000424201,other
-7.36808,9.4359,2.74901,0.658843,19.1738,10.3409,-13.4843,20.3141,3.81371,11.9368,1.92,0.001938,other
-7.36808,9.4359,2.54693,0.733363,19.1738,9.9259,-11.9073,20.2549,3.78946,11.4643,1.96,-0.000467792,other
-5.96853,8.98265,2.5637,0.733363,19.0701,10.129,-8.08289,20.2853,3.70744,11.6041,1.96,0.00305012,other
-5.96853,8.98265,2.59812,1.63792,19.0963,10.194,-9.72574,20.2853,3.80444,11.7276,1.94,-0.0221746,other
-5.96853,8.98265,2.46215,1.63792,19.0963,10.2861,-9.72574,20.2678,3.47671,11.6169,4.5,0.012542,other
-5.88294,7.31721,2.57377,1.11404,19.1467,9.87545,-13.6506,20.2742,3.56661,11.4021,4.455,-0.00663636,other
-8.94928,11.3878,2.52779,0.833321,19.1467,9.75143,-13.6506,20.2742,3.69246,11.3045,1.98,0.00518389,other
-8.98265,11.5129,2.63152,0.833321,19.1407,9.98378,-8.09681,20.2508,3.7155,11.5411,1.96,0.00312113,other
-8.98265,11.5129,2.41004,0.833321,19.1214,10.0261,-8.09681,20.2508,3.52954,11.4015,2,0.00222575,other
-8.98265,11.5129,2.4177,0.97787,19.1569,10.0431,-8.12614,20.2558,3.73313,11.5358,4.545,-0.0164549,other
-8.8589,8.37065,2.42546,0.681447,19.1582,9.60095,-9.44458,20.2558,3.60538,11.1072,2,0.00981556,other
-8.8589,8.37065,2.38679,-0.0661354,19.1582,10.0088,-10.3502,20.2787,3.65271,11.497,4.5,-0.0198823,other
-8.8589,8.37065,2.35992,-0.0661354,19.1112,10.0093,-10.3502,20.3101,3.62936,11.5314,4.85,-0.00300933,other
-6.96047,8.49784,2.56334,-0.0661354,19.1112,10.3528,-10.3502,20.3101,3.80752,11.9109,1.9,0.000921153,other
-8.79306,8.49784,2.74224,0.592708,19.0936,10.0991,-8.60976,20.3101,3.94519,11.7823,1.92,0.0103238,other
-8.79306,11.2291,2.79176,0.592708,19.1527,10.0362,-15.3355,20.2896,4.22017,11.9108,1.96,0.0147981,other
-6.02959,11.2291,2.79009,0.452798,19.1527,10.3145,-15.3355,20.2896,4.35811,12.1799,1.94,-0.00930995,other
-7.16173,11.2291,2.83131,-0.901702,19.1527,10.2539,-15.3355,20.2896,4.11711,12.0848,4.9,0.000740202,other
-9.10506,11.5802,2.7475,-0.901702,19.1446,9.76494,-11.4104,20.2655,3.98644,11.5714,1.96,-0.0204303,other
-9.10506,13.4071,2.89551,-0.0381573,19.1446,10.1396,-10.0939,20.2755,3.94153,11.9137,1.98,-0.0066332,other
-9.2734,13.4071,2.77369,-0.518786,19.1609,10.4153,-9.50772,20.2755,3.8079,12.0555,1.98,-0.0346139,other
-9.2734,13.4071,2.62245,-0.518786,19.1609,10.1242,-9.50772,20.2588,3.37644,11.5945,1.98,0.0071859,other
-9.2734,10.3737,2.50839,-0.518786,19.1609,9.89647,-8.42705,20.2941,3.64602,11.4184,1.94,0.00284072,other
-9.92356,8.92429,2.47033,0.918766,19.0907,9.93213,-6.79632,20.3068,3.73303,11.4011,1.92,0.0123098,other
-9.92356,11.3188,2.67791,0.918766,19.1319,10.2567,-7.03828,20.3068,3.88671,11.8619,1.92,-0.00814744,other
-9.92356,11.3188,2.62757,1.41481,19.1319,10.3569,-7.03828,20.2769,3.68769,11.8611,1.92,-0.00429679,other
-8.70209,11.3188,2.65391,1.29809,19.1319,10.4406,-9.20366,20.2769,3.63671,11.9439,4.5,-0.0266282,other
-8.35942,12.5187,2.37698,0.707778,19.1248,9.83425,-9.20366,20.296,3.44316,11.2836,4.545,0.00596506,other
-9.50055,12.5187,2.36625,0.707778,19.1395,10.2315,-7.99266,20.2975,3.57274,11.7025,1.98,-0.0113137,other
-9.50055,7.29416,2.23685,0.707778,19.1395,10.019,-7.99266,20.2975,3.38962,11.3449,1.96,0.0142032,other
-9.50055,12.4524,2.45321,0.887042,19.1395,10.3091,-11.4059,20.2975,3.62355,11.7757,4.41,5.69877e-05,other
-9.22312,12.4524,2.47065,0.847688,19.0843,9.98813,-11.4059,20.2926,3.81889,11.5404,1.94,0.00751309,other
-9.22312,10.0686,2.67913,0.847688,19.119,10.2797,-9.788,20.2794,3.98889,11.9268,1.96,-0.0180426,other
-9.22312,10.0686,2.75372,1.2321,19.119,9.94714,-9.788,20.2778,3.95774,11.6537,1.94,-0.00390057,other
-6.88909,10.0686,2.78889,1.2321,19.119,10.4395,-10.1049,20.2778,4.05222,12.0692,1.94,-0.00847207,other
-7.90124,8.2038,2.51846,1.36214,19.178,9.91447,-10.1049,20.2811,3.91422,11.4855,1.96,0.0137176,other
